f0,f1,evadido
-2.338230712189656,-0.27651015563663406,0
-2.2188171926766675,-0.5620655013978899,0
-1.820112645717605,-0.036594403226787586,0
-1.8752174489453635,0.3817869293169097,0
-1.8598855055240477,1.0520907782937765,0
-1.4795887846799296,0.4751472378125949,0
-1.2137936650483598,0.5770862866932935,0
-0.8610137432829987,1.3270209870341252,0
-0.8965658134026545,0.3382110951798803,0
-0.8592489127464316,-0.9471377081409954,0
-0.10533221989520199,-0.22019333752885795,0
0.29518462764725684,-0.4786308351326595,0
0.4587579418173797,1.2855089121114758,0
-0.045268028320173875,1.2450026729282846,0
-0.4641927019775769,0.4010255318798036,0
-0.9994787474777551,-0.4704105234321153,0
-1.3669232190741933,-0.16495180547448993,0
-1.691518948170559,-0.5160674793620112,0
-1.3344945016949956,-1.0985028026958787,0
-0.5505813155913747,-0.756648001405335,0
-0.18864495081537047,-0.9457560811385795,0
0.28848414378683473,0.6570755667417295,0
-0.26270629863123734,0.3701385939780579,0
-0.38822411348465424,1.281722459788699,0
-0.5382540497934439,1.7169202069964409,0
0.16725832369044966,1.7265395082778878,0
0.03065309012591899,0.6354495014369613,0
-0.5879219512710122,-0.21642424778456779,0
-0.40973155731664235,-0.9979280182391093,1
-0.3515271363718402,-0.23907351140728247,1
-0.7471558006372739,-0.3324338199029676,1
0.21680755005094354,-0.06574128544164819,1
0.5640793649958706,0.8005440531235646,1
0.8396983212283219,1.6891375892055098,1
0.6253121985874719,0.5012592502305905,1
-0.11393994443268013,-1.2810785386800025,1
0.49726721951359043,-1.0191956548594083,1
0.3331451868703036,-0.7834074208783198,1
0.8421068103317124,0.3955511116056031,1
1.2169428944022254,1.4252083087490206,1
1.1789348651323497,0.239734795094464,1
0.8255350198235794,-0.7456470731214737,1
1.3160888171700442,-0.6691031792898317,1
1.6015078749799607,0.2610197942932494,1
1.5586591324798889,0.9175941861383964,1
1.5023382171887278,1.6102062326319937,1
1.1844667069761992,0.8685092065701927,1
1.2530911530418758,1.9043403187782617,1
2.0847412649225943,1.2378229221241732,1
2.0535286596067994,1.8971432053956638,1
1.7907619526220295,0.7370648467901657,1
1.6988652321877975,-0.3042580482705919,1
1.384665793188891,-1.1235221664819806,1
1.3038090214189437,-1.6524212882913893,1
1.0649819823929656,-1.0813105967688788,1
0.5799362918669348,-1.274205128824901,1
0.910016392760321,-1.7845651428618685,1
0.6387131663083165,-1.7701535535181858,1
0.2633046287412239,-1.5450078191364915,1
0.028745849448863353,-1.561142101588571,1
0.9259919947484596,-0.13368907630978955,1
1.169730952074878,-0.31147252423167643,1
0.11699423369288695,0.30287293532188186,1
0.2094871426471126,0.8345179485576354,1
-0.14145674351143742,0.04579970214200936,1
-0.3215306431194484,-0.6241630807288744,1
0.04898971117061898,-0.4975110090110826,1
-0.29031803780365384,-1.2834833640003653,1
-0.6179659145702338,-1.321584777863194,1
-0.18921740431194994,0.30904685038653307,1
0.025764906848893543,0.987247307536448,1
0.5089745617681127,1.2189253856672637,1
0.4446421104594673,0.34097434918471065,1
0.15309502228570704,-0.7082451540490954,1
0.20452775429984263,-1.0490593944432058,1
-0.6295783167310964,-0.5792056195894291,1
-0.6681825345209667,-1.2550012514189817,1
-0.23268607035543037,0.7301740743565758,1
0.27503570601916055,1.4382382710902883,1
0.16539855306022333,1.0201980046525723,0
-0.17879737919107525,0.586023455762775,0
-0.3582276202322622,0.8966328904671068,0
-0.7569321671913248,0.3711617922960045,0
-0.5983419763918872,-0.49340085316081134,0
-0.8911051766290496,-1.2683896424447174,0
-0.321554378142863,-1.369288130428983,0
-0.9560100814342737,-0.8915377474021565,0
-0.5181525982121771,-1.6901989986267238,0
-1.079671671101734e-05,-0.7051581965167689,0
0.0698297614123684,0.05644220174140146,0
-0.4918044411499934,-1.2525964260986209,0
-0.41275996996344183,0.06021129148569161,0
-0.28354634887298674,-0.18381461677442626,0
-0.5058253324142463,0.7833692097750521,0
-1.126856332961398,-0.26516816124679005,0
-1.0080152669449887,0.7040794245170665,0
-1.226025990752631,1.084018277091954,0
-1.578782177494578,1.0792086264512306,0
0.5860880572541933,-0.40998354947406757,1
0.7973508271545844,-1.1444660995747833,1
1.956100097328719,0.22704589885917886,1
0.9058193380969485,1.0380549802130488,1
-0.1433165141416637,-0.6605418014833063,1
0.3466410946848072,-0.0743200258266618,1
0.5065186026178923,1.022261763866952,1
