f0,f1,evadido
-1.4944970914380393,0.2642328855245531,1
-1.6293649347483343,-0.4095702846354978,1
-1.469433041988282,-0.5789538143326676,1
-1.169777098444115,0.3942424008054035,1
-1.077433675637843,-0.30332120068744334,1
-1.4450421253617654,-0.8698599543539036,1
-1.3215420592428555,-0.41160578730356706,1
-1.3771445588107196,0.04087709087307795,1
-1.318650310610048,0.3966179601809827,1
-0.7777777320936764,0.6698750144506262,1
-1.1671395067798633,-0.49748533183994237,1
-0.8830344150776606,-0.7608952543227593,1
-0.5118610838976899,0.0615866869922672,1
-0.7266674037736566,-1.186221971668495,1
-0.31255067623497834,-1.2446052986664513,1
0.012787509953476273,-0.34948183652299364,1
0.3505306423825316,-0.7259274643730951,1
0.37817734386783103,-1.1434473901770694,1
2.0462661881824853,0.538519785070718,1
1.7748201996894393,1.2303120976898716,1
1.2046455574440227,2.0965791154648685,1
0.7791610527139587,1.939413439353109,1
0.31342568291814915,0.4539907922103961,1
0.04818216754540335,0.5099985598327723,1
-0.7029496199703804,-0.9248475518537473,1
-1.1229047844033841,-1.1655172131263007,1
-0.7410368088552687,0.4247942911344244,1
-0.9818894076014982,0.18989591873556272,1
-1.0095361090867976,0.607415844539537,1
-1.1268886417141168,0.8307716391910133,1
-1.3514623161664316,-0.037195662121536355,0
-1.2152482072096558,-0.46795361163345306,0
-0.8977129167565381,0.46756403504885624,0
-0.2801576465332786,1.4414403636019473,0
-0.7728665849911475,-0.1787429175727762,0
-0.3444353919995664,-0.5307480006750592,0
-0.3714639002903351,0.6518858719915219,0
-0.09226995569066138,1.2370938815321084,0
-0.9311431155074533,-0.7313635341162708,0
-1.3523896059582283,-1.1848665824154476,0
-0.6054408930930237,-0.7710776052401018,0
-0.46111479180364523,-0.8596727658595671,0
-0.38406806387078174,-1.0938910248434064,0
0.12848468033704918,0.14916651506619416,0
0.3407632878061828,-0.3460861070248819,0
0.20589544449588768,-1.0198892771849328,0
0.022245767932559363,-1.1118801673025107,0
-0.4055672318644907,0.005238862662379509,0
0.2636616202446103,1.2055266586575497,0
0.8880924964114102,0.9913378823778775,0
0.4470571398393825,-0.4024339313547681,0
-0.05216336833605195,-1.7693896409640166,0
0.6892560042320923,-1.2720966786278765,0
0.7220680097884769,-0.8382830563253573,0
0.6992775157769973,0.04801344415380711,0
1.6896614794239733,1.1223675677812595,0
1.3350761691351825,0.04937367098384948,0
1.3198344138904838,-0.8046754932057345,0
0.8095552251209299,-2.0046232324933935,0
1.211940139242247,-1.343718029333776,0
1.5493192354453278,-0.7853261239165878,0
1.8167813666276413,0.5191704157815706,0
1.3990997576329138,0.32161055513096043,0
1.3672150418683264,1.0354678531223525,0
1.7195267967188403,2.06535194929782,0
1.351918346994918,1.4988131956313606,0
1.227436051455502,1.210282614985704,0
0.911192087020156,0.48759835533001805,0
0.6014047526736654,0.8290810308074484,0
0.6475489942624462,1.1389964834103206,0
0.05303837501922251,0.9787751345079606,0
0.3738294503311237,1.787678995407534,0
0.4680823923496973,2.068062727803917,0
-0.25933161136281024,0.8945910359321446,0
-0.4153345864408391,0.38508022001059344,0
-0.5983660698096367,1.0582032767556226,0
-0.5938189589330827,1.144422877999508,0
-1.0712861421462527,0.3782887610143685,0
-1.2822184839689055,-0.23101973656652386,0
-1.4902590771587503,-0.03210448666286475,0
-0.5209553056507983,-0.11085251549550511,0
-0.8550786169950957,-0.7958582066954294,0
-0.49791065467076223,0.702802464155228,0
-1.0384191969611587,-0.505292123381704,0
-0.863190609327698,-1.1380209955878815,0
-0.30118289904359313,-1.0290562955567368,0
-0.021988954443919614,-0.4438482860161522,0
-0.20300103934299613,-1.4275669087790754,0
0.9456594548202861,0.19940783139187263,0
1.0305090784884867,-0.07520461213081839,0
0.966849526216729,-1.2822790295452184,0
0.6297795266109145,-1.4581139615311014,0
0.37885047669107136,-1.6957279500130529,0
0.37486661938033866,0.30056090230426136,0
0.8825631561143509,1.0748418675386735,0
0.8045341987609815,1.4787837129271935,0
0.47624932431100886,1.092831009997776,0
-0.15820306340069556,-0.013090336504234724,0
-0.21835267384511392,0.35317294042852493,0
1.5320580817309077,0.017466391401780246,0
1.1355665441326248,-1.66178033018592,0
1.244388108572657,0.024933126236031916,1
1.3855133646319624,-1.2544427552992878,1
0.11871732576070101,0.5290078724144082,1
-0.7998401536532066,-0.31350355160478593,1
